id,comment_text,insult
15ff961e653310f5,"Stop it with these [citation needed]  links on musical information. 

because you nothing about the music charts. acharts.us, chartsinfrance.net, charly1300.com and billboard.com are reliable music charts. now please get away.",0
79540a9aa34a2f6c,"What, really?  Me?  Blocked?  Say it ain't so!  ...Oh, wait, it aint' so!  You're as incompetent as you are butt ugly - which is saying something!",0
353cfabc28d8545b,"Last I looked, it is up to every editor to maintain policy, including SB  and his judgement, last I checked, is deemed equal to yours.",0
40dfc926164cfb3c,"""
You are so right.  I'll have another go at fixing the pages later in the week.  We apologise for the inconvenience.  (talk) """,0
4da0f25b8b103b3f,"I am sorry
I am just in a hurry, i don't find the reason for me t edit talk pages, only articles.",0
fde1e93a80179961,I've raised the matter to the administrators. It's up to them to decide in this case. You have been flamebaiting and I have no time or desire for it.,0
fc5921de2c3eba31,Well I am sorry Sarah but YOU KEEP REMOVING THE BLOODY CATEGORY LISTINGS WHICH HAVE VERY RELIABLE SOURCES,0
20bd5b44ba241dee,"34, 21 July 2008 (UTC)",0
2e48bc8e41a37538,"""
Argh!  I should have taken a picture!  When I go back to Sicily in 2008 I will take a picture of beer with granita in it....  and the 100% true edit I made way back in 2004 will finally be able to appear on Wikipedia!        talk #c """,0
4d4a0d3bb7aaec52,"""==Gallup Poll==
The Gallup Poll appears in a section called """"Utilization, satisfaction rates, and third party coverage"""" - how is the Gallup poll relevant to any of those three topics?   

""",0
5896bef92fb01437,"Last Names
We all know Ryan,Doug,Tony,David,Sean,Michael,Jean-Paul,John,Alessandro and Charlie's last names so should they be added?",0
c0328d6816a6f6bb,"Talkback

Not to mention the requests here for responses, which you've just deleted. (t•c)",0
9d539ece22c32d1d,"Maybe, just maybe you should be looking at the language and methods of others instead of picking on a newbie.",0
ebe4190486448a53,"Thanks! 

Thank you, but I don't believe that expressing my opinion is vandalism. No doubt I'll be blocked in five minutes...",0
2bb8f535eef42402,"""

 Adminship Suggestion 

Don't nominate yourself until you have at least 1500+ mainspace edits and your mainspace count has the highest number of edits of any category. (See what I'm talking about.)  ~trip """,0
5c644ad6b7c8111e,"Edit request from 98.119.2.140, 21 July 2010 

Please also include that Green Day has won a Golden Raspberry Award for Worst International Band because I think the fans should know as much as possible about Green Day.

98.119.2.140",0
86710f6f3eebfe9d,"Could be any king of any time, the picture doesn't even have a beard, unlike Peter III). If the coin were the only visual material Commons, ok, but it is not.",0
bfd5206906e5ae96,No one contributed to the page.  It was I who created them.  Admin asked for their deletion.,0
651227b7b788c7b0,"Thinking about what I said, I just realized that would make an awesome mantra, wouldn't it? Consensus before contentious. I should trademark that phrase or something!",0
d145a4f6c7841b3e,"""

 A Barnstar for you! 

    The Jerry Sandusky Barnstar   Awarded to Srj4000 for his ever watching eyes and having things always in """"hand""""    """,0
eeac538d8fc15ce7,"No, thank you Mr. Bot, sir.  I simply cropped someone else's image, and if it's no longer in use, I guess you should bomb it back to the Stone Age.  No objections from me, Monsieur Bot-san.",0
857e9999c9a8c474,"Cuando Quiero Llorar No Lloro TV Series
Then why don't put as TV miniseries instead of rudely put this craping tag on the artcile? 190.242.99.226",0
10817724190fcaab,"""
 After looking at a few sources it seems that you are correct. I've changed the article to reflect this.  (talk|contribs)  """,0
310d62b67ee0f502,"BTW, your links above don't work for me.  I guess they are some sort of temporary thing?",0
43e163c59343d32d,"Charles E. Fraser 

If I sent you a long write up for charles fraser in word format, could you help me get it on to the wikipedia page?
Jayfraser@fraser-construction.net",0
7d36a6b0a529daa1,"External links 

The article has a large number of external links, some of which seem to have commercial ends. This has already been tagged in June 2009. Today another link was added. How should these be assessed to get a shorter list?",0
09a1bad8f574524b,"I have no idea how to upload pictures, sorry.

I do have a few pictures though.

What kind of one would be suitable?",0
66b66e33d857e4f9,"not a EU page
Dont cram in strange links about EU. This is not about your cultural background. Use other pertinent pages instead. I removed the link.
 
(did your boyfriend Khoikhoi like being fingered last nite? Is it your turn today, Bertil?)",0
b1865fe6da09a5e6,"A jew going around wikipedia editing against Arabs everywhere, FUCK YOU!",0
22b95ff12a7ac248,User:Dajes13 2007. szeptember 2.,0
1bf22564fe678b2f,"Thanks 

for your post to my talk page. I'm spread so thin right now I'm transparent, but if you ever want any specific help let me know.",0
f3f141d75e63d601,"""

 Please refrain from re-editing my comments. You have been exhibiting behaviour consistent with Wikipedia:Ownership of articles and pointing that out is not a personal attack. ''''Let's talk about it """,0
1a05e2d4ee94e879,"Question 

Can you tell me what you were doing here, and how it links up with your edit summary? Thanks.",0
f82dfdeb14f971c2,"""

 Political Censorship 

User: AuburnPilot's wikisophistry strategem of censoring any source whose facts or politics he or she dislikes, and calling it """"spam,"""" is pathetic. Have you no shame?
 """,0
56bf182d59238a25,Did you even bother to read what it said? He said he wanted me to delete it. Wake up.,0
77145fe8df415165,REDIRECT Talk:The Recorder (newspaper),0
402c364359036bdb,"""

 Scott Keith 

 ''''ez """,0
e212644d63d335be,"its not fair, i keep being warned for vandalising, when i havent. in fact, i get rid of vandalism!",0
15cc57c1cedef040,"""

 A barnstar for you! 

  The Technical Barnstar For solving the malfunction of my script. — ChatLimited Access """,0
1d6635ae4fde2a12,"Why gran turismo 5 limited? 

Why are there 50 cars and 15 tracks compared to ps2's 400+ cars and 50 tracks? Gran Turismo 5 isnt that good?",0
c7d13531a4174c09,"Wouldn't a semi be better than no protection at all? ← What's up, Doc? carrots→",0
65e7cfa722b1085f,"""

 """"buddah"""" (congratulations, you can't spell) 
Yep, it's kind of like Tohra, Kibutts, bryth, shalome, kipper/yamacka, Zyan, muzzle tav... need I go on?""",0
50d7ee2ec538b2f9,"(t) (c) 13:09, August 30, 2005 (UTC)",0
2c70e96264f6d71f,"January 2008 (UTC)
Once again, another ridiculous answer. I guess I'll have to ask other admin's to intervene in this situation since you refuse to do anything.   01:01, 6",0
9f9b6c92791b9439,"LEAVE MY FUCKING PAGE ALONE! 

LEAVE MY FUCKING PAGE ALONE!",0
44507c385f158009,"""
Yes, it stays out, as does the tibit about how the actors have worked together in the past.  This article is about the movie, not their careers.— dαlus Contribs """,0
921244d381ebe3f5,No response from above editor to date.,0
dd1801207e6b48b0,"Which would be enhancing the effects, genius.",0
1db83317df6fb2aa,"Correct assessment. In the end I conceded that the wording there might not actually have any political connotation. Thanks, again, for your pertinent advice.",0
ddb0d50c83da0e79,The reason is  that you are too lazy to clear all the crap in english Wiki.,0
07db4bd650f6ec29,"Still waiting, User:Sikh-history! I will remove him from the list, but first i would like to hear your opinion on why he must be included here?",0
e8df478a7d84e368,Go grab sand health hazard.,0
73b133a6278b7daf,"Are you related to Susan Lindauer? 

I'm not sure its ethical to be making edits re: her without making that clear to the community",0
42263a151efabbc1,"""

Vahe Demirjian, Castro supporters try and erase such things, I am sure this item has been addressed before here and then erase. """"El Jigue"""" 3-09-07 """,0
a92af9245b145432,"Devon, Please look over the changes I made in the OP article and let me know what you think. I am well versed in OP history but I could use a lot of assistance in the grammer department.Thanks.",0
ae5fb4efda43503d,"By the way, I like the work you're doing on Crayola stuff. I think there's a very strong argument for Crayola crayons not to be a redirect.",0
37d371933029c4f9,Ive done what I can without requiring further approval. βcommand,0
5d9c31f2ce08448d,With all the new information that was revealed at Jump Festa '06 don't you guys think we should add in some new information on the game?,0
e2228ef7f23e153e,Note: removed pending discussion,0
71a6ef725291bcf4,"Your deletions 

It seems you are a danger to Wikipedia. Stop deleting pages! Your knowledge is limited and you don't know what you are doing, so stop butting in where you don't belong. 84.249.164.59",0
f6c3fbeace89c688,"At least we agree on one thing 

Wesker's dead and he ain't coming back.",0
b5ba16070900aebd,"DELITOS CONTRA LA INTEGRIDAD SEXUAL means Crimes against sexual integrity / self determination
trece=13
Ask a spanish talking person, if you wish. 
Do you doubt all other wikipedia articles and other sources? It's allright.",0
3c78a0d9559ff8e3,WARNING: Please do not edit the pictures on this page... or WINDOWS WILL GET YOU!!!,0
cacfd27a2feda62a,"Thank you
Thank you for your kind words on my user talk page regarding my RfA. Appreciate it. .",0
3390b21275a5b039,"We already sourced the best lists we had. Don't believe he is mentioning the FDA this year; his more nuanced position is here, but he definitely opposes them. If interested, consider editing Political positions of Ron Paul first.",0
a17010d8f6a4e0db,"All Eyes On Me 

Was Hit em up from the album All Eyes On Me or was it a non-album single?",0
e0642561f4e69a99,"Thanks JanetteDoe and Sitush, for the clarification on books such as GYAN. Surely such steps/clarifications make consensus much easier )",0
7f44b854ae8ee48f,He also removed my comment on his deletion of talk. And who's to determine what is trolling or a personal attack?,0
a55e796610d63ab4,One more thing. The reason why I have made this page on this talk page is to expose you and hope someone will take a stand. 76.107.17.32,0
bc96eb9e632eac0d,"People Subscribed? 
this article does not mention how many people acually play thins game; i need that info to compare how much better runescape is to any other MMORPG",0
d44a32fe390b9916,Congrats on the millionth article!  Good work!,0
227057514721aa55,"""

 Please do not vandalize pages, as you did with this edit to Thailand. If you continue to do so, you will be blocked from editing.    """,0
de004b9b12fa9a62,"Whatt a jew
Make real articles, not stupid speedy dleteion you jew.",1
bf79a94ed80bb322,Hopefully smalljim will be arrested along with the other pedophiles operating and working for the mall. When that happens hopefully you can return and help publish the truth which the pedos have been so desperate to keep out.,0
ea9a3b7b07ef68cf,"""*I think sports news is just as much news as weather, elections, etc.  There shouldn't be a policy against sports headlines in the """"in the news"""" section.   

""",0
a4575126a35fac44,"April 10 

At the April 10 edition of RAW, Chris Mordetsky was about to give the Master Lock on Carlito but I think he stuck his middle finger for less than a second. Maybe that's why Carlito gave a chair shot to him.",0
6514658a43f0cd8c,"""

This is Moe
 ε ]]""",0
26e759b64669d0a3,It does and it makes utterly no sense and keeps referring to statute law which is pointless in an article about COMMON LAW assault... the whole article needs deleting and starting from scratch94.168.204.89,0
a6d1a12baa5bffdb,This Talk Page and Archive,0
cd30159e1194a71f,... and I've just responded to your responses. Let's try and put this one to bed now. SandyG desperately wants her list to get smaller.,0
4ea565852d952e7a,I guess I thought it was a transliteration.—(Talk!·What have I done?),0
f7a83ff9f051923e,", AND YOU SHOULD HAVE SEEN IT.'''",0
9046e6a1f192155e,"""

Q: """"Name a Heideggerian concept the Current Wikipedia Article on Martin Heidegger successfully explains...""""
A: """"There is none.""""""",0
e1d19b4f8a33137f,"For a picture of the jackass known as Psychonaut, go to http://www.nothingisreal.com/cam/dogbert.jpg. 

For a picture of the jackass known as Psychonaut, go to http://www.nothingisreal.com/cam/dogbert.jpg.",0
e1c30f534c7e1e3b,"Gaurav enspiration 

if u r stronger u can do everything but u cant start ur action u did not do everything...",0
25acd451bb29623d,"2006 (UTC)

I have restored the crap towns mention. whilst i do not necessariy agree with the comments above it is a notable book with its own listing on Wikipedia, and a notable fact about the city. 14:54, 4 December",0
36034bc59c737143,"""

 re 

Allready done. Pozz ašo """,0
f461f6873fb15ca4,"and don't remove my edits from other pages you paki, or will report you!",0
03b44d2dd00ff412,"Wow, you really are taking this very personally. Calm down. Also, do you realize how racist your above comment is? Japanese are no more inherently docile than any other race. That you would suggest so genuinely offends me. 99.231.241.146",0
a9c18fabaacbb080,"Question: 

Am I not allowed to edit my own userpage as I see fit? Why did you delete what I wrote? Aren't you infringing on my first amendment rights?",0
ce99a343ab3539cb,!!! I have a small penis!!!,0
94d8bbd81f67065a,"Note 
This is a shared IP address used by a school",0
c0c4ffcdf0c50352,"""
I like the wording you first proposed, """"and may rely too heavily"""", even though it's a bit awkward. Your new alternative doesn't really suggest there's a problem.  """,0
eae2bf924156f728,"""

 Please do not vandalize pages, as you did with this edit to Carle Place, New York. If you continue to do so, you will be blocked from editing.  Say Headcheese!Chord2 """,0
90abdd36bd80eba1,You are well aware that removing talk page comments and revert warring is disruptive.,0
73b2360d0522102e,"I have put all my Godfather postings together in date order (all from Section 80)
Please have a look!
The last one is from the admin you have involved.  I have replied to him.
With best wishes,",0
ddb0b6e3f4a9c1e4,REDIRECT Talk:1973 Nepal plane hijack,0
7bbe0accd44b0c6d,"""

""""A Wikipedia stud-muffin""""?  Where's that coming from??  Talk about me being scornful to you, but so often is the way of such things.  """,0
17d99e0048cfc3c7,Can we have some references?,0
0b97993ef8d19ad1,"I am not merkey, I am his attorney, and I will edit all I please.",0
c1c68508096f8aa5,"""
Sure, I guess I think I'm done. ''''''thor """,0
1949bc5b7ecd69dc,""", 10 July 2014 (UTC)
Dunn. '''''''''' - my talk + my edits 15:14""",0
de0ab477801aa443,This is not copyrighted material. It is taken from a Government Publication. It is not subject to copyright since it is public information produced and published with public money for public dissemination on-line,0
36562c5defd4c5bd,"Keep up your little attack Propol, and we'll keep editing everything you do.  Grow up little man, and move out of your parent's basement.",0
bdaec3d6cc844b9f,"August 2013 (UTC)

Why am I still blocked?  17:52, 13",0
b0130bdddaced34f,Please do not be a censor monger.,0
698467d9e72c3568,"By the way, why did you restore this sentence? The previous sentence already says the aircraft crashed into a house, so repeating it would simply be redundant.",0
0d403aaeaf4fc4ab,", please reply to me on my talk page",0
74629fbb1f3097b7,"Kuratowski's Ghost -> TROLL 
Watch out. Kuratowski's Ghost is a reference-hating troll. Several times now he's tried to erase facts. Sorry. You suck, troll. No win for you.",0
5344456018d00110,"My blocks 
LOL You mudsharking nigger lovers are idiots, I'm on a Dynamic IP 76.110.175.48   '''And",1
eddd16ceaaeb9a6e,". Also, I seriously hate minorities and slapped 3 babies today",0
a7d771a26e057777,"""::For the record, BosWash is not """"my"""" article any more than any article belongs to anyone, and certainly this one is not """"yours"""". Obviously WP:OWN is in play for anyone who makes such claims.   

""",0
4d953f9de029720f,"Why You...!
Hammer1980,Your a son of a b-!",0
a55806a1069a394d,"You suck! 

I hate your guts you piece of shit!!!! -your friendly neighbourhood abuser",1
da22bce02650b3ea,"Done, but still only one of a larger group of Avro Canada engineers and certainly not in the same category as either Jim Floyd or Jim Chamberlin. FWiW   .",0
9cab669207cc1015,"""A more benign way to write this, for example, would be """"Israel is a liberal democracy and the most developed nation in the Middle East."""" Equally factual, without the Parthian shot. """,0
116c9599b837e3b3,unnecessary and unwanted,0
dd1ffc9d0c020f14,I just responded to a cry for help on the Wikiproject Netherlands page and was surprised (and saddened) to see the notice on the contributor's page. Glad to see I don't need to worry about this ever again!,0
f9a51157a54ef3ca,"""

 Similar incidents 

Apparently Mitt Romney is a victim of a copycat incident, """"to romney"""" defined as """"to defecate in fear"""". There's also a campaign for defining """"gingrich"""". Should this be included?  3D """,0
d69e8d98e679ff8c,"""

 A barnstar for you! 

  The Original Barnstar For being an excellent writer and making me laugh   """,0
f431c33908cd02c5,"""

This reference to """"foo-fighters"""" in the article, does this look bona-fide to any expert? Or is that some kind of vandalism?  00:38, 11 Oct 2004 (UTC)""",0
e88c6d57da78df11,"If you want to see them on a seperate page, see here.",0
06e2cc123093c316,I left a response at User talk:Cptnono. —  Talk/Stalk,0
81af61ac61029c4e,"Swelling capacity of a resin 

Is it the same concept or are they different terms somehow? Should the scope of the article be expanded beyond polymers?",0
e35ee972353a5fad,"Then you can just have a mention on that page regarding number 1, which points to Atari Corporation.",0
a83ee395d94ec860,"Voice of The Blank 
It was probably not Maddona who voiced The Blank, it does sound an awful lot like Frank Welker, does anyone know for certain who did it? (173.18.28.177  )",0
7cb33acf80c9b3ad,"is it Pearman or Pearlman?   

Look into it.",0
67290e0c1502ab6a,"Hello 

Sup you chodna gimp?",0
34c186572d63a603,"If that information was stored on the account, it was exposed, please fill out the form too. Thanks.",0
93ed65b82f998e44,"That is an interesting point. However, it should be noted that very few race films had white characters, which makes Mr. Chenault's casting unusual.",0
8a4bdd269fb84fd4,".
Requires infobox
Requires addition of inline references using one of the  templates
Requires copy-edit for WP:MOS",0
00b2924708445da2,"Yes, mainsprings are used in (some) clocks as well. Please feel free to be bold and help improve the article!",0
65e019b337817705,"""

 Peer review 

Cheers for that Peer Review, I know my prose isn't the best so detailed PRs always come in handy. I've completed the points you brought up, so if you'd like to continue, please do. )   """,0
1598272732f01247,It's in the queue and a reviewer will get to it soon.,0
5cfc878c5671db2e,"!!!!!!
P.S.S. I Will Change THAT And You Can't Stop Me From Doing That!
P.S.S.S. It's Not Nice To Say You Will Block Me.",0
65d77ca8fa3000ad,REDIRECT User talk:Jade Harley/Archive 1,0
d10140dcd8cf4f7f,"''Replied at User talk:Cagefightmedia, where this conversation began.",0
998e32cfdf66dc4a,""", 7 April 2010 (UTC)

I changed your edit to bring the link outside the """"ref"""" tag to make it more visible.  Soap— 00:43""",0
988db31317f79f8f,Thank you for the non answers to my comments.94.66.5.222,0
8399083981ecba66,"Hounding you?
No; your articles have, I think, gotten about 1-3% of the edits I have made since Paul Cornell; but I am a regular on WP:RM, and you may expect to meet me there. I regret giving that impression.",0
dbb8d1ce6f8efddb,"Only warning.

Thank you God. That's who you think you are.",0
9a18f7a4cb3d8174,"It was good! 

Kate, How come you don't maintain your web site anymore? Great history material, etc.",0
fc8b88c328149f92,"""
While I agree with the conclusions there, why are you posting this? It's not an official source and says nothing that hasn't been said here over and over again.  OS X """,0
bc9af93706c3b948,No biggy. The net result was that I did more work today. ) Thanks for getting back to me. —,0
ac8780ef3b195280,"If I have hurt your feeling and you have not told me, please let me know 75.91.169.43",0
9fba14163335119e,I'll have to go look it up,0
f4179343b57e95f3,Some critters are exempt from that silly 7-day stuff.,0
48d784a76b45c700,Don't worry about the thing with Soccer-holic its sorted. Whats your opinion on the question above. (  ),0
4151ffeeae5b845a,"look, if you delete information from my talk page again you'll be banned from wikipedia.  and then you'll cry, because it's your life.  this is your only warning 68.149.139.239",0
78eb49c72110c0e4,"""
If you look at Rick Norwood's quote, from the source, above it says that these things are the """"consequences of the Industrial Revolution,"""" not the consequences of laissez-faire.   """,0
f3ea10d88d845854,You made a mistake. To err is human.,0
e54880ac1ade42ee,"TARDISODE? 

Would a short paragraph summarizing the TARDISODE be out of place? It ties directly into the story and hints at the plot...",0
188ec3b7baf66495,"Urgent!!!! 

Mind yo own fucken buisiness stop fucken changing my shit fuck you!!! eat a mutha fucken dick. Ill beat yo ass come find me nigga i go here!",1
26479667b3295177,"""

 """"Battleground mentality""""... LMFAO. Spoken like a true Wiki-zombie.  74.56.51.128  """,0
a42a6bc830164176,"Sex in space
Sweet. Thanks for the education! )",0
f511b7b52d94652d,"""
You believe that the correctness of the image caption should be measured against what you believe is """"an accurate paraphrase"""", rather than the actual language of the source whose meaning is being represented? So, who appointed you God?   """,0
f2bb6d7181610fa5,My problem is people talking out of their asses again and again. Not my fault people are too stupid to make any sense. There shouldn't even be a debate on that page. They're so obviously wrong.,0
88c1bfa2ae940c2e,REDIRECT Talk:List of current Home and Away characters,0
af7f516c9c13fff2,Prolific means being able to create work that has abundance.,0
7d3fcd2ac7b05868,If your referring to the comments on my talk page I replied. If I missed something please let me know.,0
a6814193ac6b4705,The opening paragraph states that the game is based on a series of evangelical Christian novels.,0
525c6140986d2956,"""

Hear hear. It's a bad translation if you ask me, but still LOL. Happy new year btw. 1 """,0
01167fbad9b77dbe,"Sorry if I was rude (was in a hurry to get off).  Right now I'm in England.  It's not a social union at all, and its only a political union in that it eases political borders.",0
111dff200360a99a,"Horrible horrible... 

...little shit, That's what you are. Horrible horrible....

...things are going to happen to you, you meddling little fuck! 217.41.238.156",1
3fa869f6fb0b67b3,"Oh and plus, thank you for your edits. I will mention you as the co-creator when I talk about the article.",0
406c850758347bf5,"There ought to be a dry-break mechanism in the fuel boom to prevent any chance of a fire, let alone an explosion.  It's Hollywood, do you expect realism when you can have drama?  Call it cinematic licence.128.240.229.3",0
66d6a59235bb57ed,Unblock this account por favor.,0
6d70cc77fa96779c,"Request for arbitration 

 Request for Arbitration 

You are a party in a request for an Arbitration: Wikipedia:Arbitration/Requests/Case#.3CCatholic_Church_and_Renaming.3E Gimmetrow",0
9a6b37c33f1459bb,"""
Comment It's official: this stays as """"Hole in one"""". The end!  """,0
13878e836dae3bfe,"Consider the following
People who edit wikipedia are fucking retarded. 174.134.156.86",1
ac3f6e5ac7a79b14,"Please stop adding nonsense to Wikipedia.  It is considered vandalism.  If you would like to experiment, use the sandbox. Thank you.   (talk,",0
89d3ef89a3565c7b,attacking people anymore okay?,0
4743a94972e5564a,"| result = no consensus | page = Dhar Mann }}

Comment moved from article
The following comment was added to the article by User:WriteCreole on 6 April 2011 
 
I have moved it here. -",0
87d1eefc552730d3,go suk a set of malaysian hairy monkey balls,0
97d18c2aa5c6e087,Then move it to your own userspace to work on it.,0
9181e592b446417d,"....and even better, their (rather poorly put together) website. -",0
435870fdedab51c5,Request for Unblock,0
737763ea9d304ff2,"Going to Bed already?  

Going to Bed already? It only 3pm. Better take your Bottle and Blankie with you. Your mommy waiting for you.",0
589e4b69392c99df,"""

 Invitation 

  For Wikipedia's 11th Anniversary! An invitation for you to come and join us for Wikipedia's 11th Anniversary in Delhi on the 15th Jan 2012: Click here for more details.

Will be great to see you! )   """,0
668dc79336bdd9ed,I have a reliable source And though the sharp toothed Majungasaurus was an efficient killer of the much smaller feathered Rahonavis,0
91fbf583b62f7414,Sign your fucking comments! 80.192.32.85,0
b918f311483cf356,", stop inventing rules.",0
22619e2a3c9b5732,Request for WP:RFM opened on lulu,0
c5e13ece94e237b9,"Linkrot 

 99.238.74.216",0
85ff380b6ace5f62,"Please stop. If you continue to vandalize Wikipedia, as you did to Raymond, you will be blocked from editing.",0
68a036ddd77a3332,"If so YOU ARE PROBABLY A RACIST.

If not I'm sorry! Orz",0
0291c9bcd957b89f,Does this train of thought apply to all European nobility now citizens of republics?,0
b878709393b479c8,"Fuck you, I was curious as to who the actors played, and to read Cumberbatch is Khan is a total dick move. Fuck you. Fuck you. Fuck you!",1
5115d2c0f629d863,"Reliable sources include the UN, the BBC, the EU, the British Council, the Commonwealth, etc.",0
7fe20cdb9d7bae0e,No harm done i deleted the second comment,0
4daf1419421cc26c,I saw the picture. It's just that it has a watermark in the lower right corner.,0
c1c2810c2bc8b92c,"But given the power of television these days, the current dab solution is probably OK.",0
9eb3512581e83308,then to never get the GA level,0
395583d434d564a1,"I would have to say that 'informations' should automatically disqualify anyone from posting about anything at any time, ever...but that's just me. ;-)",0
83091919d7c9ac3c,"Additionally, the latest casualty-figures information should be incorporated (post-Russian archives access).",0
07a67b419c543b8e,"""
Done.  message me! """,0
0745ef27e6f8f8a4,dolescum you are a stupid motherfucker,1
e9c14cedc39bafbc,"""
You have been - but filing for unblock on his behalf was sort of what pushed me to make that comment. I'm sorry if you were offended, but I was really just trying to be honest on there. —  (say whaaat?!) """,0
b55883c0a0d1e857,"""this is a """"references"""" section, so references are required.   """,0
21120d8eaa29ca3b,"Awwwww thanks ) It was a pleasure to work with you as well. Hope for the best,",0
b3696b75301211b0,"those sections are written by people affiliated with TAS, its vanity. writing a long article for something that is clearly not important.",0
1df07510fcdff2e9,"""

Philip Glass

Love the joke!  """,0
9209a16eb3e057c7,"Could well be. Like I said, I haven't reviewed all of II's changes, but that one is/was being discussed because Hipocrite singled it out.",0
8e6b11b7e83fb442,"""

 Ahhh.. the """"falsifier"""" 
 new IP, same bizarre modus operandi.  """,0
3780e2b76616b354,"mexico kits
yea sure I was trying to make it like that but im not sure how too.",0
6f84db770449633b,"dear Ironholds,

I have just sent am email to you. I prefer to keep in touch by email now. thank you for your help and happy new year!!!",0
67dcd55ed59e041b,"January 15 Seattle meetup 

Just wanted to let you know we are planning another Seattle meetup on January 15, 2005. We're trying to get a sense of who will attend, so please drop by that page & leave a note.   | Talk 01:27, Dec 23, 2004 (UTC)",0
9f4b4619f8f246b3,"ANI notice 

Wikipedia:Administrators' noticeboard/Incidents#User:Gnevin.",0
58c3ada36d2b7077,I agree with Globe. He has my support.,0
2fcfdc0859be0353,As for the original block.,0
7a0cabea1520da94,"The problem is not in the heading but in the heads of certain editors, who make comments and then delete them to hide traces of their POV.",0
e3c46686007336ff,"Gratitude

THANK YOU ALL FOR EXPANDING MY ARTICLE SO EXTENSIVELY. How did it get so much attention, by the way?",0
fafb3cd133f691cd,"""
Nothings going to happen with that, aint even a point in wasting the time. But thank you for the notice. nableezy - """,0
0683778ec9c10745,"Yet of course the fact that, 36 years before the revolt, Immanuel Kant called Ashkenazi Jews in northern Europe in 1798, 'Palestinians' can be noted on the Palestinians page.",0
496b68c0913a6385,Thanks. I agree but at this point I wanted someone less involved.,0
96f897bd363fa3a2,"Joseph201/Zelda201/Drecool1 

I don't pay much attention to Nickelback articles, but you seem to, and you must be able to recognize this guy by now. When he pops back up, let me know, and I'll block his new account.—",0
43a49fc283cb9d38,"Chuck, want to run for RFA 

RFA is dying because of all the harassment and bad behavior. Want to run for RFA and show up those idiots from years ago? It would be hilarious if you did.",1
b672bd3206751ea3,"A Letter to Wikipedia 

Dear Wikipedia,

     Why no one want edit this article. This book does exists. Please, I want see changes in this article.

Sincerely,
````",0
a235bacc2a6d9f14,"In international scholarship the most common and standard name is Archbishopric of Ohrid. For now, I don't care whether or not the article presents it as a Bulgarian church. My only problem is with the title.",0
05cbfb6e5a064ab0,wow could you be more vague (82.28.237.200  ),0
